start_at,end_at,start_sec,end_sec,char,latin_char,type,video_name
 00:00:41, 00:00:44,41,44,្ណ,stack_na,stack_consonant,PXL_20221005_080344110.mp4
 00:00:00, 00:00:02,0,2,ត,ta,consonant,PXL_20221005_082316310.mp4
 00:00:02, 00:00:05,2,5,្ត,stack_ta,stack_consonant,PXL_20221005_082316310.mp4
 00:00:06, 00:00:08,6,8,ថ,tha2,consonant,PXL_20221005_082316310.mp4
 00:00:08, 00:00:12,8,12,្ថ,stack_tha2,stack_consonant,PXL_20221005_082316310.mp4
 00:00:12, 00:00:15,12,15,ទ,to,consonant,PXL_20221005_082316310.mp4
 00:00:15, 00:00:19,15,19,្ទ,stack_to,stack_consonant,PXL_20221005_082316310.mp4
 00:00:20, 00:00:23,20,23,ធ,tho2,consonant,PXL_20221005_082316310.mp4
 00:00:23, 00:00:25,23,25,្ធ,stack_tho2,stack_consonant,PXL_20221005_082316310.mp4
 00:00:25, 00:00:28,25,28,ន,no,consonant,PXL_20221005_082316310.mp4
 00:00:28, 00:00:31,28,31,្ន,stack_no,stack_consonant,PXL_20221005_082316310.mp4
 00:00:00, 00:00:03,0,3,ប,ba,consonant,PXL_20221005_085309916.mp4
 00:00:03, 00:00:05,3,5,្ប,stack_ba,stack_consonant,PXL_20221005_085309916.mp4
 00:00:06, 00:00:09,6,9,ផ,pha,consonant,PXL_20221005_085309916.mp4
 00:00:09, 00:00:11,9,11,្ផ,stack_pha,stack_consonant,PXL_20221005_085309916.mp4
 00:00:12, 00:00:15,12,15,ព,po,consonant,PXL_20221005_085309916.mp4
 00:00:15, 00:00:17,15,17,្ព,stack_po,stack_consonant,PXL_20221005_085309916.mp4
 00:00:23, 00:00:28,23,28,ភ,pho,consonant,PXL_20221005_085309916.mp4
 00:00:28, 00:00:31,28,31,្ភ,stack_pho,stack_consonant,PXL_20221005_085309916.mp4
 00:00:32, 00:00:34,32,34,ម,mo,consonant,PXL_20221005_085309916.mp4
 00:00:34, 00:00:37,34,37,្ម,stack_mo,stack_consonant,PXL_20221005_085309916.mp4
 00:00:00, 00:00:02,0,2,យ,yo,consonant,PXL_20221005_091907904.mp4
 00:00:02, 00:00:05,2,5,្យ,stack_yo,stack_consonant,PXL_20221005_091907904.mp4
 00:00:05, 00:00:07,5,7,រ,ro,consonant,PXL_20221005_091907904.mp4
 00:00:07, 00:00:10,7,10,្រ,stack_ro,stack_consonant,PXL_20221005_091907904.mp4
 00:00:11, 00:00:14,11,14,ល,lo,consonant,PXL_20221005_091907904.mp4
 00:00:14, 00:00:17,14,17,្ល,stack_lo,stack_consonant,PXL_20221005_091907904.mp4
 00:00:18, 00:00:20,18,20,វ,vo,consonant,PXL_20221005_091907904.mp4
 00:00:20, 00:00:24,20,24,្វ,stack_vo,stack_consonant,PXL_20221005_091907904.mp4
 00:00:30, 00:00:33,30,33,ស,sa,consonant,PXL_20221005_091907904.mp4
 00:00:33, 00:00:36,33,36,្ស,stack_sa,stack_consonant,PXL_20221005_091907904.mp4
 00:00:42, 00:00:44,42,44,ហ,ha,consonant,PXL_20221005_091907904.mp4
 00:00:44, 00:00:47,44,47,្ហ,stack_ha,stack_consonant,PXL_20221005_091907904.mp4
 00:00:48, 00:00:54,48,54,ឡ,la ,consonant,PXL_20221005_091907904.mp4
 00:00:54, 00:00:56,54,56,អ,or,consonant,PXL_20221005_091907904.mp4
 00:00:56, 00:00:59,56,59,្អ,stack_or,stack_consonant,PXL_20221005_091907904.mp4
 00:00:00, 00:00:02,0,2,ក,ka,consonant,PXL_20221005_073021885.mp4
 00:00:02, 00:00:05,2,5,្ក,stack_ka,stack_consonant,PXL_20221005_073021885.mp4
 00:00:12, 00:00:14,12,14,ខ,kha,consonant,PXL_20221005_073021885.mp4
 00:00:14, 00:00:18,14,18,្ខ,stack_kha,stack_consonant,PXL_20221005_073021885.mp4
 00:00:00, 00:00:03,0,3,គ,ko,consonant,PXL_20221005_072721703.mp4
 00:00:03, 00:00:06,3,6,្គ,stack_ko,stack_consonant,PXL_20221005_072721703.mp4
 00:00:19, 00:00:21,19,21,ឃ,kho,consonant,PXL_20221005_073021885.mp4
 00:00:21, 00:00:25,21,25,្ឃ,stack_kho,stack_consonant,PXL_20221005_073021885.mp4
 00:00:25, 00:00:28,25,28,ង,ngo,consonant,PXL_20221005_073021885.mp4
 00:00:28, 00:00:31,28,31,្ង,stack_ngo,stack_consonant,PXL_20221005_073021885.mp4
 00:00:00, 00:00:02,0,2,ច,cha,consonant,PXL_20221005_074235711.mp4
 00:00:02, 00:00:05,2,5,្ច,stack_cha,stack_consonant,PXL_20221005_074235711.mp4
 00:00:06, 00:00:08,6,8,ឆ,chha,consonant,PXL_20221005_074235711.mp4
 00:00:08, 00:00:11,8,11,្ឆ,stack_chha,stack_consonant,PXL_20221005_074235711.mp4
 00:00:13, 00:00:16,13,16,ជ,cho,consonant,PXL_20221005_074235711.mp4
 00:00:16, 00:00:19,16,19,្ជ,stack_cho,stack_consonant,PXL_20221005_074235711.mp4
 00:00:21, 00:00:23,21,23,ឈ,chho,consonant,PXL_20221005_074235711.mp4
 00:00:23, 00:00:26,23,26,្ឈ,stack_chho,stack_consonant,PXL_20221005_074235711.mp4
 00:00:26, 00:00:29,26,29,ញ,nho,consonant,PXL_20221005_074235711.mp4
 00:00:29, 00:00:32,29,32,្ញ,stack_nho,stack_consonant,PXL_20221005_074235711.mp4
 00:00:00, 00:00:03,0,3,ដ,da,consonant,PXL_20221005_080632715.mp4
 00:00:03, 00:00:05,3,5,្ដ,stack_da,stack_consonant,PXL_20221005_080632715.mp4
 00:00:22, 00:00:24,22,24,ឋ,tha1,consonant,PXL_20221005_080632715.mp4
 00:00:24, 00:00:26,24,26,្ឋ,stack_tha1,stack_consonant,PXL_20221005_080632715.mp4
 00:00:27, 00:00:29,27,29,ឌ,do,consonant,PXL_20221005_080632715.mp4
 00:00:29, 00:00:31,29,31,្ឌ,stack_do,stack_consonant,PXL_20221005_080632715.mp4
 00:00:33, 00:00:35,33,35,ឍ,tho1,consonant,PXL_20221005_080632715.mp4
 00:00:35, 00:00:38,35,38,្ឍ,stack_tho1,stack_consonant,PXL_20221005_080632715.mp4
 00:00:39, 00:00:41,39,41,ណ,na,consonant,PXL_20221005_080632715.mp4
 00:00:41, 00:00:43,41,43,្ណ,stack_na,stack_consonant,PXL_20221005_080632715.mp4
 00:00:01, 00:00:04,1,4,ត,ta,consonant,PXL_20221005_082622725.mp4
 00:00:04, 00:00:06,4,6,្ត,stack_ta,stack_consonant,PXL_20221005_082622725.mp4
 00:00:06, 00:00:09,6,9,ថ,tha2,consonant,PXL_20221005_082622725.mp4
 00:00:09, 00:00:12,9,12,្ថ,stack_tha2,stack_consonant,PXL_20221005_082622725.mp4
 00:00:12, 00:00:16,12,16,ទ,to,consonant,PXL_20221005_082622725.mp4
 00:00:16, 00:00:21,16,21,្ទ,stack_to,stack_consonant,PXL_20221005_082622725.mp4
 00:00:27, 00:00:29,27,29,ធ,tho2,consonant,PXL_20221005_082622725.mp4
 00:00:29, 00:00:32,29,32,្ធ,stack_tho2,stack_consonant,PXL_20221005_082622725.mp4
 00:00:33, 00:00:36,33,36,ន,no,consonant,PXL_20221005_082622725.mp4
 00:00:36, 00:00:39,36,39,្ន,stack_no,stack_consonant,PXL_20221005_082622725.mp4
 00:00:08, 00:00:11,8,11,ប,ba,consonant,PXL_20221005_085457403.mp4
 00:00:11, 00:00:14,11,14,្ប,stack_ba,stack_consonant,PXL_20221005_085457403.mp4
 00:00:30, 00:00:32,30,32,ផ,pha,consonant,PXL_20221005_085457403.mp4
 00:00:32, 00:00:35,32,35,្ផ,stack_pha,stack_consonant,PXL_20221005_085457403.mp4
 00:00:37, 00:00:42,37,42,ព,po,consonant,PXL_20221005_085457403.mp4
 00:00:42, 00:00:45,42,45,្ព,stack_po,stack_consonant,PXL_20221005_085457403.mp4
 00:00:46, 00:00:51,46,51,ភ,pho,consonant,PXL_20221005_085457403.mp4
 00:00:51, 00:00:54,51,54,្ភ,stack_pho,stack_consonant,PXL_20221005_085457403.mp4
 00:00:56, 00:01:00,56,60,ម,mo,consonant,PXL_20221005_085457403.mp4
 00:01:00, 00:01:02,60,62,្ម,stack_mo,stack_consonant,PXL_20221005_085457403.mp4
 00:00:00, 00:00:03,0,3,យ,yo,consonant,PXL_20221005_091551660.mp4
 00:00:03, 00:00:06,3,6,្យ,stack_yo,stack_consonant,PXL_20221005_091551660.mp4
 00:00:11, 00:00:13,11,13,រ,ro,consonant,PXL_20221005_091551660.mp4
 00:00:13, 00:00:16,13,16,្រ,stack_ro,stack_consonant,PXL_20221005_091551660.mp4
 00:00:17, 00:00:23,17,23,ល,lo,consonant,PXL_20221005_091551660.mp4
 00:00:23, 00:00:26,23,26,្ល,stack_lo,stack_consonant,PXL_20221005_091551660.mp4
 00:00:27, 00:00:32,27,32,វ,vo,consonant,PXL_20221005_091551660.mp4
 00:00:32, 00:00:36,32,36,្វ,stack_vo,stack_consonant,PXL_20221005_091551660.mp4
 00:00:43, 00:00:45,43,45,ស,sa,consonant,PXL_20221005_091551660.mp4
 00:00:45, 00:00:48,45,48,្ស,stack_sa,stack_consonant,PXL_20221005_091551660.mp4
 00:01:14, 00:01:16,74,76,ហ,ha,consonant,PXL_20221005_091551660.mp4
 00:01:16, 00:01:20,76,80,្ហ,stack_ha,stack_consonant,PXL_20221005_091551660.mp4
 00:01:28, 00:01:32,88,92,ឡ,la ,consonant,PXL_20221005_091551660.mp4
 00:01:34, 00:01:38,94,98,អ,or,consonant,PXL_20221005_091551660.mp4
 00:01:38, 00:01:42,98,102,្អ,stack_or,stack_consonant,PXL_20221005_091551660.mp4
 00:00:20, 00:00:22,20,22,ក,ka,consonant,PXL_20221012_082523912.mp4
 00:00:29, 00:00:30,29,30,្ក,stack_ka,stack_consonant,PXL_20221012_082523912.mp4
 00:00:42, 00:00:43,42,43,ខ,kha,consonant,PXL_20221012_082523912.mp4
 00:00:46, 00:00:47,46,47,្ខ,stack_kha,stack_consonant,PXL_20221012_082523912.mp4
 00:00:12, 00:00:13,12,13,គ,ko,consonant,PXL_20221012_082523912.mp4
 00:00:16, 00:00:17,16,17,្គ,stack_ko,stack_consonant,PXL_20221012_082523912.mp4
 00:01:08, 00:01:09,68,69,ឃ,kho,consonant,PXL_20221012_082523912.mp4
 00:01:12, 00:01:13,72,73,្ឃ,stack_kho,stack_consonant,PXL_20221012_082523912.mp4
 00:01:18, 00:01:20,78,80,ង,ngo,consonant,PXL_20221012_082523912.mp4
 00:01:23, 00:01:24,83,84,្ង,stack_ngo,stack_consonant,PXL_20221012_082523912.mp4
 00:00:13, 00:00:14,13,14,ច,cha,consonant,PXL_20221012_083810415.mp4
 00:00:17, 00:00:18,17,18,្ច,stack_cha,stack_consonant,PXL_20221012_083810415.mp4
 00:00:36, 00:00:37,36,37,ឆ,chha,consonant,PXL_20221012_083810415.mp4
 00:00:39, 00:00:40,39,40,្ឆ,stack_chha,stack_consonant,PXL_20221012_083810415.mp4
 00:00:49, 00:00:50,49,50,ជ,cho,consonant,PXL_20221012_083810415.mp4
 00:00:53, 00:00:54,53,54,្ជ,stack_cho,stack_consonant,PXL_20221012_083810415.mp4
 00:00:58, 00:00:59,58,59,ឈ,chho,consonant,PXL_20221012_083810415.mp4
 00:01:03, 00:01:04,63,64,្ឈ,stack_chho,stack_consonant,PXL_20221012_083810415.mp4
 00:01:08, 00:01:09,68,69,ញ,nho,consonant,PXL_20221012_083810415.mp4
 00:01:16, 00:01:17,76,77,្ញ,stack_nho,stack_consonant,PXL_20221012_083810415.mp4
 00:00:03, 00:00:04,3,4,ដ,da,consonant,PXL_20221012_084834957.mp4
 00:00:07, 00:00:08,7,8,្ដ,stack_da,stack_consonant,PXL_20221012_084834957.mp4
 00:00:20, 00:00:21,20,21,ឋ,tha1,consonant,PXL_20221012_084834957.mp4
 00:00:24, 00:00:25,24,25,្ឋ,stack_tha1,stack_consonant,PXL_20221012_084834957.mp4
 00:00:28, 00:00:29,28,29,ឌ,do,consonant,PXL_20221012_084834957.mp4
 00:00:32, 00:00:33,32,33,្ឌ,stack_do,stack_consonant,PXL_20221012_084834957.mp4
 00:00:58, 00:00:59,58,59,ឍ,tho1,consonant,PXL_20221012_084834957.mp4
 00:01:02, 00:01:03,62,63,្ឍ,stack_tho1,stack_consonant,PXL_20221012_084834957.mp4
 00:01:06, 00:01:07,66,67,ណ,na,consonant,PXL_20221012_084834957.mp4
 00:01:10, 00:01:11,70,71,្ណ,stack_na,stack_consonant,PXL_20221012_084834957.mp4
 00:00:02, 00:00:03,2,3,ត,ta,consonant,PXL_20221012_085656174.mp4
 00:00:20, 00:00:21,20,21,្ត,stack_ta,stack_consonant,PXL_20221012_085656174.mp4
 00:00:26, 00:00:27,26,27,ថ,tha2,consonant,PXL_20221012_085656174.mp4
 00:00:30, 00:00:31,30,31,្ថ,stack_tha2,stack_consonant,PXL_20221012_085656174.mp4
 00:00:51, 00:00:52,51,52,ទ,to,consonant,PXL_20221012_085656174.mp4
 00:00:55, 00:00:56,55,56,្ទ,stack_to,stack_consonant,PXL_20221012_085656174.mp4
 00:01:01, 00:01:02,61,62,ធ,tho2,consonant,PXL_20221012_085656174.mp4
 00:01:04, 00:01:05,64,65,្ធ,stack_tho2,stack_consonant,PXL_20221012_085656174.mp4
 00:01:23, 00:01:24,83,84,ន,no,consonant,PXL_20221012_085656174.mp4
 00:01:30, 00:01:31,90,91,្ន,stack_no,stack_consonant,PXL_20221012_085656174.mp4
 00:00:11, 00:00:12,11,12,ប,ba,consonant,PXL_20221012_090236137.mp4
 00:00:15, 00:00:16,15,16,្ប,stack_ba,stack_consonant,PXL_20221012_090236137.mp4
 00:00:20, 00:00:21,20,21,ផ,pha,consonant,PXL_20221012_090236137.mp4
 00:00:24, 00:00:25,24,25,្ផ,stack_pha,stack_consonant,PXL_20221012_090236137.mp4
 00:00:33, 00:00:34,33,34,ព,po,consonant,PXL_20221012_090236137.mp4
 00:00:37, 00:00:38,37,38,្ព,stack_po,stack_consonant,PXL_20221012_090236137.mp4
 00:00:44, 00:00:45,44,45,ភ,pho,consonant,PXL_20221012_090236137.mp4
 00:00:47, 00:00:48,47,48,្ភ,stack_pho,stack_consonant,PXL_20221012_090236137.mp4
 00:00:54, 00:00:56,54,56,ម,mo,consonant,PXL_20221012_090236137.mp4
 00:00:58, 00:00:59,58,59,្ម,stack_mo,stack_consonant,PXL_20221012_090236137.mp4
 00:00:03, 00:00:04,3,4,យ,yo,consonant,PXL_20221012_090956977.mp4
 00:00:06, 00:00:07,6,7,្យ,stack_yo,stack_consonant,PXL_20221012_090956977.mp4
 00:00:11, 00:00:12,11,12,រ,ro,consonant,PXL_20221012_090956977.mp4
 00:00:14, 00:00:15,14,15,្រ,stack_ro,stack_consonant,PXL_20221012_090956977.mp4
 00:00:21, 00:00:22,21,22,ល,lo,consonant,PXL_20221012_090956977.mp4
 00:00:24, 00:00:25,24,25,្ល,stack_lo,stack_consonant,PXL_20221012_090956977.mp4
 00:00:49, 00:00:50,49,50,វ,vo,consonant,PXL_20221012_090956977.mp4
 00:00:52, 00:00:53,52,53,្វ,stack_vo,stack_consonant,PXL_20221012_090956977.mp4
 00:00:57, 00:00:58,57,58,ស,sa,consonant,PXL_20221012_090956977.mp4
 00:01:00, 00:01:01,60,61,្ស,stack_sa,stack_consonant,PXL_20221012_090956977.mp4
 00:01:10, 00:01:12,70,72,ហ,ha,consonant,PXL_20221012_090956977.mp4
 00:01:30, 00:01:31,90,91,្ហ,stack_ha,stack_consonant,PXL_20221012_090956977.mp4
 00:01:39, 00:01:40,99,100,ឡ,la ,consonant,PXL_20221012_090956977.mp4
 00:01:47, 00:01:48,107,108,អ,or,consonant,PXL_20221012_090956977.mp4
 00:01:51, 00:01:52,111,112,្អ,stack_or,stack_consonant,PXL_20221012_090956977.mp4
 00:00:03, 00:00:05,3,5,ក,ka,consonant,PXL_20221012_092242624.mp4
 00:00:08, 00:00:09,8,9,្ក,stack_ka,stack_consonant,PXL_20221012_092242624.mp4
 00:00:13, 00:00:14,13,14,ខ,kha,consonant,PXL_20221012_092242624.mp4
 00:00:23, 00:00:24,23,24,្ខ,stack_kha,stack_consonant,PXL_20221012_092242624.mp4
 00:00:40, 00:00:42,40,42,គ,ko,consonant,PXL_20221012_092242624.mp4
 00:00:45, 00:00:46,45,46,្គ,stack_ko,stack_consonant,PXL_20221012_092242624.mp4
 00:00:50, 00:00:51,50,51,ឃ,kho,consonant,PXL_20221012_092242624.mp4
 00:00:53, 00:00:54,53,54,្ឃ,stack_kho,stack_consonant,PXL_20221012_092242624.mp4
 00:00:58, 00:01:00,58,60,ង,ngo,consonant,PXL_20221012_092242624.mp4
 00:01:01, 00:01:03,61,63,្ង,stack_ngo,stack_consonant,PXL_20221012_092242624.mp4
 00:00:03, 00:00:04,3,4,ច,cha,consonant,PXL_20221012_092446826.mp4
 00:00:07, 00:00:08,7,8,្ច,stack_cha,stack_consonant,PXL_20221012_092446826.mp4
 00:00:11, 00:00:12,11,12,ឆ,chha,consonant,PXL_20221012_092446826.mp4
 00:00:31, 00:00:32,31,32,្ឆ,stack_chha,stack_consonant,PXL_20221012_092446826.mp4
 00:00:35, 00:00:37,35,37,ជ,cho,consonant,PXL_20221012_092446826.mp4
 00:00:40, 00:00:42,40,42,្ជ,stack_cho,stack_consonant,PXL_20221012_092446826.mp4
 00:00:48, 00:00:50,48,50,ឈ,chho,consonant,PXL_20221012_092446826.mp4
 00:00:53, 00:00:54,53,54,្ឈ,stack_chho,stack_consonant,PXL_20221012_092446826.mp4
 00:01:01, 00:01:03,61,63,ញ,nho,consonant,PXL_20221012_092446826.mp4
 00:01:05, 00:01:07,65,67,្ញ,stack_nho,stack_consonant,PXL_20221012_092446826.mp4
 00:00:19, 00:00:20,19,20,ដ,da,consonant,PXL_20221012_092954277.mp4
 00:00:22, 00:00:23,22,23,្ដ,stack_da,stack_consonant,PXL_20221012_092954277.mp4
 00:00:03, 00:00:05,3,5,ឋ,tha1,consonant,PXL_20221012_092954277.mp4
 00:00:13, 00:00:15,13,15,្ឋ,stack_tha1,stack_consonant,PXL_20221012_092954277.mp4
 00:00:29, 00:00:30,29,30,ឌ,do,consonant,PXL_20221012_092954277.mp4
 00:00:39, 00:00:40,39,40,្ឌ,stack_do,stack_consonant,PXL_20221012_092954277.mp4
 00:00:46, 00:00:48,46,48,ឍ,tho1,consonant,PXL_20221012_092954277.mp4
 00:00:50, 00:00:51,50,51,្ឍ,stack_tho1,stack_consonant,PXL_20221012_092954277.mp4
 00:01:00, 00:01:01,60,61,ណ,na,consonant,PXL_20221012_092954277.mp4
 00:01:05, 00:01:06,65,66,្ណ,stack_na,stack_consonant,PXL_20221012_092954277.mp4
 00:00:09, 00:00:10,9,10,ត,ta,consonant,PXL_20221012_093818142.mp4
 00:00:13, 00:00:14,13,14,្ត,stack_ta,stack_consonant,PXL_20221012_093818142.mp4
 00:00:19, 00:00:21,19,21,ថ,tha2,consonant,PXL_20221012_093818142.mp4
 00:00:24, 00:00:25,24,25,្ថ,stack_tha2,stack_consonant,PXL_20221012_093818142.mp4
 00:00:38, 00:00:39,38,39,ទ,to,consonant,PXL_20221012_093818142.mp4
 00:00:42, 00:00:43,42,43,្ទ,stack_to,stack_consonant,PXL_20221012_093818142.mp4
 00:00:47, 00:00:48,47,48,ធ,tho2,consonant,PXL_20221012_093818142.mp4
 00:00:51, 00:00:52,51,52,្ធ,stack_tho2,stack_consonant,PXL_20221012_093818142.mp4
 00:01:09, 00:01:10,69,70,ន,no,consonant,PXL_20221012_093818142.mp4
 00:01:15, 00:01:17,75,77,្ន,stack_no,stack_consonant,PXL_20221012_093818142.mp4
 00:00:07, 00:00:08,7,8,ប,ba,consonant,PXL_20221012_093951507.mp4
 00:00:11, 00:00:12,11,12,្ប,stack_ba,stack_consonant,PXL_20221012_093951507.mp4
 00:00:22, 00:00:23,22,23,ផ,pha,consonant,PXL_20221012_093951507.mp4
 00:00:26, 00:00:27,26,27,្ផ,stack_pha,stack_consonant,PXL_20221012_093951507.mp4
 00:00:42, 00:00:43,42,43,ព,po,consonant,PXL_20221012_093951507.mp4
 00:00:54, 00:00:55,54,55,្ព,stack_po,stack_consonant,PXL_20221012_093951507.mp4
 00:01:12, 00:01:13,72,73,ភ,pho,consonant,PXL_20221012_093951507.mp4
 00:01:16, 00:01:17,76,77,្ភ,stack_pho,stack_consonant,PXL_20221012_093951507.mp4
 00:01:24, 00:01:25,84,85,ម,mo,consonant,PXL_20221012_093951507.mp4
 00:01:29, 00:01:30,89,90,្ម,stack_mo,stack_consonant,PXL_20221012_093951507.mp4
 00:00:02, 00:00:04,2,4,យ,yo,consonant,PXL_20221012_094647864.mp4
 00:00:06, 00:00:07,6,7,្យ,stack_yo,stack_consonant,PXL_20221012_094647864.mp4
 00:00:11, 00:00:13,11,13,រ,ro,consonant,PXL_20221012_094647864.mp4
 00:00:21, 00:00:22,21,22,្រ,stack_ro,stack_consonant,PXL_20221012_094647864.mp4
 00:00:29, 00:00:30,29,30,ល,lo,consonant,PXL_20221012_094647864.mp4
 00:00:33, 00:00:35,33,35,្ល,stack_lo,stack_consonant,PXL_20221012_094647864.mp4
 00:00:44, 00:00:45,44,45,វ,vo,consonant,PXL_20221012_094647864.mp4
 00:00:48, 00:00:49,48,49,្វ,stack_vo,stack_consonant,PXL_20221012_094647864.mp4
 00:00:54, 00:00:56,54,56,ស,sa,consonant,PXL_20221012_094647864.mp4
 00:00:58, 00:01:00,58,60,្ស,stack_sa,stack_consonant,PXL_20221012_094647864.mp4
 00:01:08, 00:01:09,68,69,ហ,ha,consonant,PXL_20221012_094647864.mp4
 00:01:20, 00:01:21,80,81,្ហ,stack_ha,stack_consonant,PXL_20221012_094647864.mp4
 00:01:25, 00:01:27,85,87,ឡ,la ,consonant,PXL_20221012_094647864.mp4
 00:01:37, 00:01:38,97,98,អ,or,consonant,PXL_20221012_094647864.mp4
 00:01:41, 00:01:42,101,102,្អ,stack_or,stack_consonant,PXL_20221012_094647864.mp4
